duid,alpha_mc,beta_mc,profit_lmp,profit_lmp_mc,profit_rrp,profit_lmp_90,profit_lmp_mc_90,profit_rrp_90,type,station,fuel_type,schedule_type,region,station_name,lat,lon,dispatch_type,classification,alpha_mc_percentile,beta_mc_percentile,profit_lmp_percentile,profit_lmp_mc_percentile,profit_lmp_90_percentile,profit_lmp_mc_90_percentile
LEM_WIL,13.640986138783,0.853019288605069,282361.75079,267552.689785188,293943.94213,254516.411882,239707.350877188,264590.034752,Gen,Lemonthyme,Hydro,Scheduled,TAS,Lemonthyme / Wilmot  Power Station,-41.603763,146.139022,Generator,Scheduled,42,38,73,94,73,94
LI_WY_CA,22.8033877640275,0.769890595798186,336011.52818,316405.821839515,293943.94213,303266.132085,283659.6904898,264590.034752,Gen,Liapootah Wayatinah Catagunya Aggregate,Hydro,Scheduled,TAS,Catagunya / Liapootah / Wayatinah Power Station,-42.4523809999999,146.597687,Generator,Scheduled,49,30,93,100,90,100
LK_ECHO,26.2559479208448,0.72307501533137,320098.75239,296429.992006607,293943.94213,289380.71061,265711.214971892,264590.034752,Gen,Lake Echo,Hydro,Scheduled,TAS,Lake Echo Power Station,-42.253702,146.620699,Generator,Scheduled,52,26,88,99,86,99
MACKNTSH,13.136795715292,0.849541312444172,299073.43332,278770.60778085,293943.94213,270152.120092,249849.29455285,264590.034752,Gen,Mackintosh,Hydro,Scheduled,TAS,Mackintosh Power Station,-41.6997499999999,145.646119,Generator,Scheduled,37,33,77,95,77,95
MEADOWBK,26.3219669270959,0.723602599516908,318069.40206,296428.216355212,293943.94213,287341.062499,265699.141539497,264590.034752,Gen,Meadowbank,Hydro,Scheduled,TAS,Meadowbank Power Station,-42.6111989999999,146.845676,Generator,Scheduled,53,27,87,99,85,98
MUSSELR1,18.0641955895399,0.771136325150527,333186.70515,254585.02174553,293943.94213,306825.916509,228224.23310453,264590.034752,Gen,Musselroe Wind Farm,Wind,Semi-scheduled,TAS,Musselroe Wind Farm,-40.7797579959999,148.009759169,Generator,Semi-Scheduled,45,30,90,92,91,92
POAT110,13.8174091423003,0.857033262883918,279033.62665,265120.461738078,293943.94213,251414.416358,237501.251446078,264590.034752,Gen,Poatina,Hydro,Scheduled,TAS,Poatina Power Station,-41.811573,146.919038,Generator,Scheduled,44,39,71,93,71,93
POAT220,13.4246393502875,0.859548868140538,281672.49521,268158.388630927,293943.94213,253749.972491,240235.865911927,264590.034752,Gen,Poatina,Hydro,Scheduled,TAS,Poatina Power Station,-41.811573,146.919038,Generator,Scheduled,39,39,72,94,72,94
REECE1,13.1771605865057,0.849791943365517,304330.13298,279158.68416085,293943.94213,275382.913132,250211.46431285,264590.034752,Gen,Reece,Hydro,Scheduled,TAS,Reece Power Station,-41.7237699999999,145.135948,Generator,Scheduled,38,33,84,96,78,96
REECE2,13.2795917757963,0.850464387742766,299023.47239,279765.178645146,293943.94213,270007.204682,250748.910937146,264590.034752,Gen,Reece,Hydro,Scheduled,TAS,Reece Power Station,-41.7237699999999,145.135948,Generator,Scheduled,39,34,77,97,76,97
TARRALEA,26.251250015319,0.723165360808187,319812.35871,296420.212633758,293943.94213,289094.31693,265701.435599043,264590.034752,Gen,Tarraleah,Hydro,Scheduled,TAS,Tarraleah Power Station,-42.301208,146.457156,Generator,Scheduled,52,26,87,98,86,98
TREVALLN,13.4359595477733,0.859694916055745,280870.98861,268294.841078078,293943.94213,252935.473942,240359.326410078,264590.034752,Gen,Trevallyn,Hydro,Scheduled,TAS,Trevallyn Power Station,-41.423142,147.11283,Generator,Scheduled,40,39,72,95,72,95
TRIBUTE,13.2008379755311,0.849946791961025,298264.55319,279115.85258085,293943.94213,269308.715482,250160.01487285,264590.034752,Gen,Tribute,Hydro,Scheduled,TAS,Tribute Power Station,-41.8118049999999,145.653567,Generator,Scheduled,38,33,76,96,76,96
TUNGATIN,26.251250015319,0.723165360808187,319812.35871,296420.212633758,293943.94213,289094.31693,265701.435599043,264590.034752,Gen,Tungatinah,Hydro,Scheduled,TAS,Tungatinah Power Station,-42.296671,146.456543,Generator,Scheduled,52,26,87,98,86,99
TVCC201,11.7243308824203,0.971309314720085,319879.18698,265908.463045021,293943.94213,290534.723602,236558.233699021,264590.034752,Gen,Tamar Valley,Gas,Scheduled,TAS,Tamar Valley Combined Cycle Power Station,-41.140125,146.903636,Generator,Scheduled,37,60,88,93,87,93
TVPP104,43.7586291448917,0.946916049686846,293943.28225,248929.221846648,293943.94213,264588.76586,219496.119923657,264590.034752,Gen,Tamar Valley Peaking,Gas,Scheduled,TAS,Tamar Valley Peaking  Power Station,-41.140125,146.903636,Generator,Scheduled,60,49,75,91,75,90
AGLSOM,56.491714653181,0.987812588763895,207989.83354,161519.982522309,206924.92925,186706.825261,140136.64745447,185916.339906,Gen,Somerton,Gas,Scheduled,VIC,Somerton Power Station,-37.6318219999999,144.953077,Generator,Scheduled,83,71,55,54,55,54
APS,0.654044448082867,0.999019939243533,206924.92925,197584.914640116,206924.92925,185916.339906,176576.325296116,185916.339906,Gen,Anglesea,Brown Coal,Scheduled,VIC,,,,,,11,92,50,74,50,76
ARWF1,26.302833432416,0.756497490733608,239403.1557,226189.218012353,206924.92925,215667.232405,202453.294717353,185916.339906,Gen,Ararat Wind Farm,Wind,Semi-scheduled,VIC,Ararat Wind Farm,-37.238181,143.052044,Generator,Semi-Scheduled,53,29,69,89,69,89
BALBG1,23.9459261288091,0.756871889777733,208088.53268,197930.60252,206924.92925,187184.068167,177026.138007,185916.339906,Gen,Ballarat Battery Energy Storage System,Battery (Discharge),Scheduled,VIC,,,,,,50,29,56,77,56,79
BALBL1,3.01917937626151,0.999059492367818,192498.72904,185146.61184,206924.92925,172877.569945,165525.452745,185916.339906,Load,Ballarat Battery Energy Storage System,Battery (Charge),Scheduled,VIC,,,,,,25,94,48,65,48,66
BALDHWF1,0.760293369972185,0.998982221209012,207917.11629,199213.590270676,206924.92925,186848.906777,178145.380757676,185916.339906,Gen,Bald Hills Wind Farm,Wind,Semi-scheduled,VIC,Bald Hills Wind Farm,-38.7908,145.9277,Generator,Semi-Scheduled,16,87,55,80,55,80
BANN1,25.6264610996755,0.744301284168411,323333.97649,226379.14014,206924.92925,299799.284574,202844.448224,185916.339906,Gen,Bannerton Solar Park,Solar,Semi-scheduled,VIC,,,,,,51,27,89,89,89,89
BDL01,22.651131301269,0.992790089389363,208292.52818,172095.472377581,206924.92925,187283.938836,151078.842735979,185916.339906,Gen,Bairnsdale,Gas,Scheduled,VIC,Bairnsdale Power Station,-37.842859,147.56393,Generator,Scheduled,48,79,56,62,56,62
BDL02,22.651131301269,0.992790089389363,208292.52818,172095.472377581,206924.92925,187283.938836,151078.842735979,185916.339906,Gen,Bairnsdale,Gas,Scheduled,VIC,Bairnsdale Power Station,-37.842859,147.56393,Generator,Scheduled,48,80,57,63,57,62
CROWLWF1,26.0645486136159,0.756251206552474,245365.95873,225965.621102353,206924.92925,221649.999049,202249.661421353,185916.339906,Gen,Crowlands Wind Farm,Wind,Semi-scheduled,VIC,,,,,,51,28,70,88,70,88
DARTM1,62.5223688838452,0.314086090026923,145474.58821,130085.112961159,206924.92925,131320.992723,115931.517474159,185916.339906,Gen,Dartmouth,Hydro,Scheduled,VIC,Dartmouth Power Station,-36.5564289999999,147.52058,Generator,Scheduled,90,23,45,48,43,48
EILDON1,27.8084313782923,0.711523465735844,179244.55893,165410.179758274,206924.92925,161539.720721,147705.341549274,185916.339906,Gen,Eildon,Hydro,Scheduled,VIC,Eildon Power Station,-37.222005,145.921452,Generator,Scheduled,55,24,47,56,47,58
EILDON2,27.8084313782923,0.711523465735844,179244.55893,165410.179758274,206924.92925,161539.720721,147705.341549274,185916.339906,Gen,Eildon,Hydro,Scheduled,VIC,Eildon Power Station,-37.222005,145.921452,Generator,Scheduled,55,25,48,57,47,58
GANNBG1,52.8567861839083,0.482833718963464,234822.0085,222206.14213,206924.92925,211513.011459,198897.145089,185916.339906,Gen,Gannawarra Energy Storage System,Battery (Discharge),Scheduled,VIC,,,,,,70,24,68,87,68,87
GANNBL1,4.23203283649478,0.990505159858947,208445.03252,192094.04683,206924.92925,188179.587117,171828.601427,185916.339906,Load,Gannawarra Energy Storage System,Battery (Charge),Scheduled,VIC,,,,,,29,75,63,68,65,69
GANNSF1,48.7290296117255,0.482709109429851,266306.52168,224578.77882,206924.92925,243055.441306,201327.698446,185916.339906,Gen,Gannawarra Solar Farm,Solar,Semi-scheduled,VIC,,,,,,64,23,71,88,71,88
HUMEV,37.5181843368006,0.778257213909671,284431.58518,273885.449819734,206924.92925,255835.251431,245289.116070734,185916.339906,Gen,Hume,Hydro,Scheduled,VIC,Hume Power Station,-36.106619,147.032622,Generator,Scheduled,57,31,73,95,73,95
HWPS1,0.712855568477614,0.998985827009524,206924.92925,197314.3702212,206924.92925,185916.339906,176305.7808772,185916.339906,Gen,Hazelwood,Brown Coal,Scheduled,VIC,,,,,,13,88,51,70,51,71
HWPS2,0.712855568477614,0.998985827009524,206924.92925,197314.3702212,206924.92925,185916.339906,176305.7808772,185916.339906,Gen,Hazelwood,Brown Coal,Scheduled,VIC,,,,,,14,88,51,70,51,72
HWPS3,0.712855568477614,0.998985827009524,206924.92925,197314.3702212,206924.92925,185916.339906,176305.7808772,185916.339906,Gen,Hazelwood,Brown Coal,Scheduled,VIC,,,,,,14,88,51,70,51,72
HWPS4,0.712855568477614,0.998985827009524,206924.92925,197314.3702212,206924.92925,185916.339906,176305.7808772,185916.339906,Gen,Hazelwood,Brown Coal,Scheduled,VIC,,,,,,14,89,52,71,52,72
HWPS5,0.712855568477614,0.998985827009524,206924.92925,197314.3702212,206924.92925,185916.339906,176305.7808772,185916.339906,Gen,Hazelwood,Brown Coal,Scheduled,VIC,,,,,,15,89,52,71,52,73
HWPS6,0.712855568477614,0.998985827009524,206924.92925,197314.3702212,206924.92925,185916.339906,176305.7808772,185916.339906,Gen,Hazelwood,Brown Coal,Scheduled,VIC,,,,,,15,89,52,71,52,73
HWPS7,0.712855568477614,0.998985827009524,206924.92925,197314.3702212,206924.92925,185916.339906,176305.7808772,185916.339906,Gen,Hazelwood,Brown Coal,Scheduled,VIC,,,,,,15,90,53,72,53,73
HWPS8,0.712855568477614,0.998985827009524,206924.92925,197314.3702212,206924.92925,185916.339906,176305.7808772,185916.339906,Gen,Hazelwood,Brown Coal,Scheduled,VIC,,,,,,16,90,53,72,53,74
JLA01,62.2480048894077,0.98722339172144,208292.52818,156949.742676152,206924.92925,187283.938836,135790.824103845,185916.339906,Gen,Jeeralang A,Gas,Scheduled,VIC,"Jeeralang ""A"" Power Station",-38.275325,146.426296,Generator,Scheduled,88,68,57,50,57,50
JLA02,62.2480048894077,0.98722339172144,208292.52818,156949.742676152,206924.92925,187283.938836,135790.824103845,185916.339906,Gen,Jeeralang A,Gas,Scheduled,VIC,"Jeeralang ""A"" Power Station",-38.275325,146.426296,Generator,Scheduled,88,68,57,50,57,50
JLA03,62.2480048894077,0.98722339172144,208292.52818,156949.742676152,206924.92925,187283.938836,135790.824103845,185916.339906,Gen,Jeeralang A,Gas,Scheduled,VIC,"Jeeralang ""A"" Power Station",-38.275325,146.426296,Generator,Scheduled,89,69,58,50,58,50
JLA04,62.2480048894077,0.98722339172144,208292.52818,156949.742676152,206924.92925,187283.938836,135790.824103845,185916.339906,Gen,Jeeralang A,Gas,Scheduled,VIC,"Jeeralang ""A"" Power Station",-38.275325,146.426296,Generator,Scheduled,89,69,58,51,58,51
JLB01,62.2480048894077,0.98722339172144,208292.52818,156949.742676152,206924.92925,187283.938836,135790.824103845,185916.339906,Gen,Jeeralang B,Gas,Scheduled,VIC,"Jeeralang ""B"" Power Station",-38.274626,146.424923,Generator,Scheduled,89,69,58,51,58,51
JLB02,62.2480048894077,0.98722339172144,208292.52818,156949.742676152,206924.92925,187283.938836,135790.824103845,185916.339906,Gen,Jeeralang B,Gas,Scheduled,VIC,"Jeeralang ""B"" Power Station",-38.274626,146.424923,Generator,Scheduled,90,70,59,51,59,51
JLB03,62.2480048894077,0.98722339172144,208292.52818,156949.742676152,206924.92925,187283.938836,135790.824103845,185916.339906,Gen,Jeeralang B,Gas,Scheduled,VIC,"Jeeralang ""B"" Power Station",-38.274626,146.424923,Generator,Scheduled,90,70,59,52,59,52
KARSF1,26.3686707693693,0.717856471034363,248603.79328,213800.71924,206924.92925,226490.643213,191687.569173,185916.339906,Gen,Karadoc Solar Farm,Solar,Semi-scheduled,VIC,,,,,,53,25,70,87,70,87
KIATAWF1,22.600369475873,0.752069417178481,239109.6711,224191.326505957,206924.92925,215665.437738,200747.093143957,185916.339906,Gen,Kiata Wind Farm,Wind,Semi-scheduled,VIC,,,,,,48,28,69,88,69,88
LAVNORTH,31.2967152239598,0.991370207032961,206924.92925,168165.903659185,206924.92925,185916.339906,147137.442793448,185916.339906,Gen,Laverton,Gas,Scheduled,VIC,,,,,,56,78,53,59,53,58
LNGS1,31.5501730051048,0.991195314522929,209304.86398,170864.870913922,206924.92925,188021.855701,149566.513322711,185916.339906,Gen,Laverton,Gas,Scheduled,VIC,Laverton North Power Station,-37.84158,144.788711,Generator,Scheduled,57,77,65,60,64,60
LNGS2,31.5501730051048,0.991195314522929,209304.86398,170864.870913922,206924.92925,188021.855701,149566.513322711,185916.339906,Gen,Laverton,Gas,Scheduled,VIC,Laverton North Power Station,-37.84158,144.788711,Generator,Scheduled,57,77,65,60,64,60
LOYYB1,0.610350060688008,0.999033315608951,208292.52818,197564.826357308,206924.92925,187283.938836,176556.237013308,185916.339906,Gen,Loy Yang B,Brown Coal,Scheduled,VIC,Loy Yang B Power Station,-38.256447,146.58637,Generator,Scheduled,10,92,59,74,59,75
LOYYB2,0.610350060688008,0.999033315608951,208292.52818,197564.826357308,206924.92925,187283.938836,176556.237013308,185916.339906,Gen,Loy Yang B,Brown Coal,Scheduled,VIC,Loy Yang B Power Station,-38.256447,146.58637,Generator,Scheduled,11,92,60,74,60,76
LYA1,0.604433714171382,0.999036700440264,208292.52818,197590.358370116,206924.92925,187283.938836,176581.769026116,185916.339906,Gen,Loy Yang A,Brown Coal,Scheduled,VIC,Loy Yang A Power Station,-38.2536,146.574569,Generator,Scheduled,9,93,60,75,60,76
LYA2,0.604433714171382,0.999036700440264,208292.52818,197590.358370116,206924.92925,187283.938836,176581.769026116,185916.339906,Gen,Loy Yang A,Brown Coal,Scheduled,VIC,Loy Yang A Power Station,-38.2536,146.574569,Generator,Scheduled,9,93,60,75,60,77
LYA3,0.604433714171382,0.999036700440264,208292.52818,197590.358370116,206924.92925,187283.938836,176581.769026116,185916.339906,Gen,Loy Yang A,Brown Coal,Scheduled,VIC,Loy Yang A Power Station,-38.2536,146.574569,Generator,Scheduled,10,93,61,75,61,77
LYA4,0.604433714171382,0.999036700440264,208292.52818,197590.358370116,206924.92925,187283.938836,176581.769026116,185916.339906,Gen,Loy Yang A,Brown Coal,Scheduled,VIC,Loy Yang A Power Station,-38.2536,146.574569,Generator,Scheduled,10,94,61,76,61,77
MACARTH1,-3.19579561439264,0.99841909680061,214464.18407,198274.161318332,206924.92925,193584.467538,177394.444786333,185916.339906,Gen,Macarthur Wind Farm,Wind,Semi-scheduled,VIC,Macarthur Wind Farm,-38.0075268429999,142.186510137,Generator,Semi-Scheduled,1,86,66,78,66,80
MCKAY1,43.8170586039092,0.537842153061183,163309.46684,148858.760481159,206924.92925,147262.478095,132811.771736159,185916.339906,Gen,McKay,Hydro,Scheduled,VIC,Bogong / Mckay Power Station,-36.8054609999999,147.228034,Generator,Scheduled,61,24,46,49,46,49
MERCER01,22.2241051800262,0.757493164764526,219220.4711,197954.580606953,206924.92925,198433.869384,177067.709880606,185916.339906,Gen,Mt Mercer Wind Farm,Wind,Semi-scheduled,VIC,Mt Mercer Wind Farm,-37.841111,143.871111,Generator,Semi-Scheduled,47,29,67,77,67,79
MOR1,0.686915289460462,0.999000843123608,206924.92925,197433.525073257,206924.92925,185916.339906,176424.935729257,185916.339906,Gen,Energy Brix,Brown Coal,Scheduled,VIC,,,,,,11,91,54,72,54,74
MOR2,0.686915289460462,0.999000843123608,206924.92925,197433.525073257,206924.92925,185916.339906,176424.935729257,185916.339906,Gen,Energy Brix,Brown Coal,Scheduled,VIC,,,,,,12,91,54,73,54,74
MOR3,0.686915289460462,0.999000843123608,206924.92925,197433.525073257,206924.92925,185916.339906,176424.935729257,185916.339906,Gen,Energy Brix,Brown Coal,Scheduled,VIC,,,,,,12,91,54,73,54,75
MORTLK11,26.8011595737312,0.989001884051621,212576.14651,163516.36875974,206924.92925,192217.21786,143144.011318158,185916.339906,Gen,Mortlake,Gas,Scheduled,VIC,Mortlake Power Station Units,-38.063169322,142.667478911,Generator,Scheduled,54,74,66,56,66,56
MORTLK12,26.8011595737312,0.989001884051621,212576.14651,163516.36875974,206924.92925,192217.21786,143144.011318158,185916.339906,Gen,Mortlake,Gas,Scheduled,VIC,Mortlake Power Station Units,-38.063169322,142.667478911,Generator,Scheduled,55,74,66,56,66,56
MTGELWF1,0.746398119799516,0.999298089213375,208874.49123,199313.764711804,206924.92925,187806.281717,178245.555198804,185916.339906,Gen,Mt Gellibrand Wind Farm,Wind,Semi-scheduled,VIC,,,,,,16,96,64,80,64,80
MURRAY,70.1501677472586,0.222577824685377,132745.88388,119020.8111498,206924.92925,119664.019179,105938.9464488,185916.339906,Gen,Murray,Hydro,Scheduled,VIC,"Murray 1 Power Station, Murray 2 Power Station",-36.2467129999999,148.190095,Generator,Scheduled,94,17,34,46,32,47
MUWAWF1,0.936369622090603,0.969437406209075,208593.28988,181968.489193316,206924.92925,189363.8078,162739.007113316,185916.339906,Gen,Murra Warra Wind Farm,Wind,Semi-scheduled,VIC,,,,,,18,59,64,64,65,64
NPS,18.661681220147,0.993467901664782,208782.32765,177097.407110649,206924.92925,187499.319371,155811.46824472,185916.339906,Gen,Newport,Gas,Scheduled,VIC,Newport Power Station,-37.841462,144.894197,Generator,Scheduled,46,81,64,63,63,63
NUMURSF1,1.8705210842224,0.987743046455931,197069.04962,190092.06897,206924.92925,176943.416586,169966.435936,185916.339906,Gen,Numurkah Solar Farm,Solar,Semi-scheduled,VIC,,,,,,20,71,49,66,49,67
OAKLAND1,26.6338192442766,0.715613364270242,215001.85445,170854.598962432,206924.92925,196856.728993,152709.473505432,185916.339906,Gen,Oaklands Hill Wind Farm,Wind,Semi-scheduled,VIC,Oaklands Hill Wind Farm,-37.663801,142.548056,Generator,Semi-Scheduled,54,25,67,60,67,63
SALTCRK1,23.8097733230906,0.757864041408399,210760.32325,198241.867042933,206924.92925,189810.923999,177292.467791933,185916.339906,Gen,Salt Creek Wind Farm,Wind,Semi-scheduled,VIC,,,,,,49,30,65,78,65,79
VPGS,56.2818408667843,0.987963770888532,206924.92925,158895.212012309,206924.92925,185916.339906,137774.35399547,185916.339906,Gen,Valley Power,Gas,Scheduled,VIC,,,,,,83,73,55,52,55,52
VPGS1,56.281096087421,0.987963478673319,208292.52818,158895.212012309,206924.92925,187283.938836,137774.35399547,185916.339906,Gen,Valley Power,Gas,Scheduled,VIC,Valley Power Peaking Facility,-38.253622,146.589166,Generator,Scheduled,81,71,61,52,61,52
VPGS2,56.281096087421,0.987963478673319,208292.52818,158895.212012309,206924.92925,187283.938836,137774.35399547,185916.339906,Gen,Valley Power,Gas,Scheduled,VIC,Valley Power Peaking Facility,-38.253622,146.589166,Generator,Scheduled,81,72,62,53,62,53
VPGS3,56.281096087421,0.987963478673319,208292.52818,158895.212012309,206924.92925,187283.938836,137774.35399547,185916.339906,Gen,Valley Power,Gas,Scheduled,VIC,Valley Power Peaking Facility,-38.253622,146.589166,Generator,Scheduled,82,72,62,53,62,53
VPGS4,56.281096087421,0.987963478673319,208292.52818,158895.212012309,206924.92925,187283.938836,137774.35399547,185916.339906,Gen,Valley Power,Gas,Scheduled,VIC,Valley Power Peaking Facility,-38.253622,146.589166,Generator,Scheduled,82,72,62,53,62,53
VPGS5,56.281096087421,0.987963478673319,208292.52818,158895.212012309,206924.92925,187283.938836,137774.35399547,185916.339906,Gen,Valley Power,Gas,Scheduled,VIC,Valley Power Peaking Facility,-38.253622,146.589166,Generator,Scheduled,82,73,63,54,63,54
VPGS6,56.281096087421,0.987963478673319,208292.52818,158895.212012309,206924.92925,187283.938836,137774.35399547,185916.339906,Gen,Valley Power,Gas,Scheduled,VIC,Valley Power Peaking Facility,-38.253622,146.589166,Generator,Scheduled,83,73,63,54,63,54
WEMENSF1,25.6149349247755,0.744309573628657,272723.97557,226860.76943,206924.92925,249207.631589,203344.425449,185916.339906,Gen,Wemen Solar Farm,Solar,Semi-scheduled,VIC,,,,,,50,28,71,89,71,89
WKIEWA1,66.5430341054732,0.263766788611651,143471.37675,126716.266451159,206924.92925,129671.638923,112916.528624159,185916.339906,Gen,West Kiewa,Hydro,Scheduled,VIC,West Kiewa Power Station,-41.811573,146.919038,Generator,Scheduled,91,19,44,47,42,47
WKIEWA2,66.5430341054732,0.263766788611651,143471.37675,126716.266451159,206924.92925,129671.638923,112916.528624159,185916.339906,Gen,West Kiewa,Hydro,Scheduled,VIC,West Kiewa Power Station,-36.7600659999999,147.186048,Generator,Scheduled,92,19,45,48,42,48
YENDWF1,2.99658053730175,0.971609298747427,192520.62991,183455.998853732,206924.92925,173043.917478,163979.286421732,185916.339906,Gen,Yendon Wind Farm,Wind,Semi-scheduled,VIC,,,,,,25,60,49,65,48,65
YWPS1,0.700107841250476,0.998981867606736,208162.2973,197534.232338166,206924.92925,187153.707956,176525.642994166,185916.339906,Gen,Yallourn W,Brown Coal,Scheduled,VIC,Yallourn W Power Station,-38.177015,146.342783,Generator,Scheduled,13,87,56,73,56,75
YWPS2,0.871574054838227,0.998911131424858,206852.526,197682.69922892,206924.92925,185817.80489,176647.97811892,185916.339906,Gen,Yallourn W,Brown Coal,Scheduled,VIC,Yallourn W Power Station,-38.177015,146.342783,Generator,Scheduled,17,86,49,76,49,78
YWPS3,0.871574054838227,0.998911131424858,206852.526,197682.69922892,206924.92925,185817.80489,176647.97811892,185916.339906,Gen,Yallourn W,Brown Coal,Scheduled,VIC,Yallourn W Power Station,-38.177015,146.342783,Generator,Scheduled,17,86,50,76,50,78
YWPS4,0.871574054838227,0.998911131424858,206852.526,197682.69922892,206924.92925,185817.80489,176647.97811892,185916.339906,Gen,Yallourn W,Brown Coal,Scheduled,VIC,Yallourn W Power Station,-38.177015,146.342783,Generator,Scheduled,17,87,50,77,50,78
